NID,Topic,Topic Created,Topic Body
401,math & physics resources,9/17/09 11:08,"Thanks for your comments, Fernando. My proposal is intended to teachers who have strict curriculum demands (e.g. from the Ministry of Education) and cannot spend as much time as they like to activities other than curriculum teaching. Every tool helping in doing this job is welcome. Your approach is good and i have been using it in my CS activities in after school centers since years ago, where curriculum demands are less compelling and the teacher/educator can decide what to do/not to do on his/her own. My 2 cents."
401,math & physics resources,9/30/09 3:46,"Hello, let me get into this discussion. A teacher of an afternoon course (7th & 8th grade) gave me some tasks she made for their students. She's very interested in using Scratch in combination with math and physics. I'll give you the first task: The capital is ""Programming with Scratch - Illustration and Calculation of Fields"" 1. Draw a (thin) line (AB) from point (A, coordinates specification) (horizontal) with a lenght of (5cm) - THIN is variable, it can also be THICK or DASHED - horizontal is variable, it can also be vertical or angle of 45 degrees That's only one task. Later on they have to do calculations on cuboids, prisms and other geometrical problems. The goal should be (teachers opinion) to teach the kids in easy programming AND math. The problem I figured out is that you can only demonstrate or visualize the problem in Scratch. I think it's hard to teach programming in Scratch AND boring tasks like the one I mentioned above. Either the kids learn to program OR learn and understand why they use appropriate formulas for geometric calculations. In the Scratch forums and gallaries are a lot of interesting visualizations of math problems. But do they explain the formulas working in the background? Isn't that what's important for math and physics? What do you think? Any suggestions to combine programming in Scartch and learning math? Thanks in advance Thilo P.S.: I think you can teach tasks like that in afternoon courses only, because teachers have strict curriculum demands (like roberto said)."
401,math & physics resources,9/30/09 7:33,"I am co-teaching a Physics + Programming + Math unClass this Fall. We had three two-hour weekly meetings so far. We have twelve homeschool kids, ages ten to sixteen, with varying levels of physics, math and programming backgrounds. Here are our tasks: Week 1 Physics: The scientific method. How many water drops fit on a penny? Hypothesis, observation, data collection. Programming: Make an applet in Scratch (very open-ended exploration, noisy happy group) Week 2 Physics: Variables. Pendilum experiments. Programming: Design a pendilum in Scratch (still open-ended, with a topic though) Week 3 Physics: Scientific communication. ""Silly robot"" games (describe making PB&J sandwich in words, with the ""robot"" doing everything possible wrong; describe your wooden block construction in words from beyond a screen and have a friend reproduce it) Programming: Make your pendilum take user input with multiple variables. ~*~*~*~*~* The gallery with a few of the projects is here: http://scratch.mit.edu/galleries/view/58724 ~*~*~*~*~* From Week 2 write-up: ""To recap, we saw examples of several major approaches to programming a pendulum, including direct animation (creating an instance of every event and then going through them in a slide show manner), repetitious code (turn, turn again, turn again), pseudo-random motion (one object following another, which is programmed to move in a certain way), infinite cycles (turn forever), and terminating cycles (""turn given number of times"" or ""turn until a certain angle is reached""). This is a nice example space to talk about programming methods - we started the discussion a tiny bit, but will continue more next week. Programming approaches parallel the ways people think about the world and make sense of it, but are mediated by one's programming and visualization/storytelling skills."" ~*~*~*~*~* From Week 3 write-up: This week, the modeling task was to have models take input from the user in the form of variables. Different people used different methods for input, mostly keyboard buttons and mouse clicks, but some experimented with on-screen buttons as well. The homework is to finish what you started, and to upload your applets into our gallery, which you can find at http://scratch.mit.edu/galleries/view/58724 Next week, we will start from looking at everybody's applets, making the master list of everybody's variables, and using it to discuss the idea of LAWS, from the math point of view statements about relationships among variables, in real and virtual worlds. For those of you interested in game design, laws create game mechanics http://en.wikipedia.org/wiki/Game_mechanics Please put a note of some sort on the screen of your model, explaining what input it takes (e.g. keys 1-6). These applets are open source, and many people will probably be using them. During the meeting, each author explained his or her model's input in words. I am very happy with the atmosphere of creativity and cooperation in the group. The models are getting more complex and involved. I can't wait to see everybody's variables. I bet we have a dozen or two different ones among us!"
401,math & physics resources,10/17/09 10:20,I created a gallery for mental math tips and tutorials... You can tag the projects according to US or UK curriculum. You can also suggest new projects to be added to gallery. http://scratch.mit.edu/galleries/view/61224 Nevit Dilmen
8688,math for age 6-10,12/3/10 10:02,"Hello, i will probably start, inside a few months, a scratch project for primary children to cover basic math topics. Can you refer me to good lesson plans and strategies, using Scratch for students in age range about 5-10 ? Thank you in advance."
8688,math for age 6-10,3/8/11 16:31,"You might want to try searching the Scratch site for ""math lesson"" or ""basic math"".  Here is a thread there I found which might help you.  Good luck! http://scratch.mit.edu/forums/viewtopic.php?id=803"
8688,math for age 6-10,3/8/11 16:32,http://scratch.mit.edu/forums/viewtopic.php?id=803
8688,math for age 6-10,3/29/11 14:47,This maybe late but all my projects relate to math and teaching math look at the following galleries and ... http://scratch.mit.edu/galleries/view/39051 http://scratch.mit.edu/galleries/view/38249
14358,Maths in Scratch,10/8/12 0:17,"I've put together a Prezi that features some Scratch scripts with explanations / teaching notes. It includes some stuff about project euler. Here's a link to the prezi: If you are not a prezi user, you can download the presentation here. It has averages, factorial, fibonacci, square roots, prime numbers, newton's method for quadratic equations and the arctan way of calculating Pi."
14358,Maths in Scratch,2/1/13 16:22,"Hi Mark, Great presentation, and lots of great ideas! This would be a great resource for Math educators. Would you consider posting this as a ScratchEd resource as well? Thanks, Michelle, on behalf of the ScratchEd Team"
14358,Maths in Scratch,2/3/13 2:31,"Hi Michelle, Many thanks for noticing this. I would be happy to share it on ScratchEd."
18364,Mauritius,5/11/13 6:31,"MIT Scratch will be used to introduce computer programming to secondary students in Mauritius during a 6 week pilot basis project. Subsequently, the length of these sessions will be increased and electronics and robotics will be introduced next year. MIT Scratch will be used to introduce computer programming to secondary students in Mauritius during a 6 week pilot basis project. Subsequently, the length of these sessions will be increased and electronics and robotics will be introduced next year."
34280,May 2015 Cambridge Scratch Educator Meetup,5/12/15 17:38,"May 2015 Cambridge Scratch Educator Meetup Attendees: Andrea Blake and family Steven Connelly Janet Dee Jing Ding Ingrid Gustafson Kelly Fischer Brittany Haehlen Michael McLaughlin Colin Meltzer Ivan Rudnicki Alina Spaulding Sandra Thaxter Gayla Webb Recap: Part 1: Scratch Day kickoff: To kick off the May meetup at the Kennedy-Longfellow School in Cambridge we streamed the opening ceremonies for Scratch Day 2015 from the MIT Media Lab.   This gave us a chance for everyone to have a little breakfast and start networking.  Instantly, people were sharing ideas and exploring the many resources in the room.  As we had many new faces, we paused the conversations and introduced ourselves, sharing what brought us to this meetup. Part 2: Play Time: As a group we decided to continue the conversations and explorations that people had already started. Janet and Mike worked on strategies for learning Scratch in order to teach it to HS students. Steve tried the 12 block challenge from the Scratch Day agenda and then worked on a maze with Michael and Ivan. They had a great discussion around ways to keep sprites from going through maze walls. Alina shared the ECS curriculum and some starter projects with Andrea and Jing.  Andrea’s sons built with the Little Bits blocks, inspiring Colin and Sandra to try out the Scratch Extension for Little Bits after a discussion on FabLabs. Andrea and Ingrid talked about the Creative Computing Curriculum Guide, the local chapter of the CSTA as a resource for getting involved with computer science education, as well as the Raspberry Pi and how it can be used in a variety of settings to help learn computer programming. Part 3: Lunch and Sharing: At lunch we were joined by representatives of the Kentucky Meetup team: Kelly, Brittany and Gayla. They came over from the MIT Scratch Day event to visit us. Then Andrea’s sons demonstrated the elaborate Little Bits chain they had built in two hours.  We were all impressed with how much they had learned since they had never seen the Little Bits before.  Janet shared CyberParra’s hunt game as an example of lists and Ivan suggested using the same strategy to make a Snake game.  Andrea’s 12 year old son shared his Scratch maze that he had made for a class project. Snif Snif, Hound will find you by CyberParra: https://scratch.mit.edu/projects/55222314/ Bee-Bot Simulator by Ivan: https://scratch.mit.edu/projects/61353618/ Our next meetup is scheduled for Saturday, June 6, 2015.  This will be our last meetup for this school year so please mark your calendar, sign up and join us at the Kennedy-Longfellow School in Cambridge."
25923,Measuring attainment,3/4/14 3:37,"Hi, does anybody have any ideas or experience measuring how children are doing in their learning of code.  For me I need to know for writing reports but also it's just useful to see how well the children are learning.  I teach scratch to primary school age so 6 to 12 years.  A typical class is 30 children two to a computer.  As they are in pairs this is an added problem measuring on an individual basis.  Any help or advice appreciated."
25923,Measuring attainment,3/8/14 12:23,"Hi, have you had any feedback on this? Did you come up with a suitable workplan?"
25923,Measuring attainment,6/30/14 14:47,hi http://scratch.mit.edu/projects/19415133/#editor I use project based approach. like the project above 1.do they have the score increment? 2. can they change the background 3. what did they learn? have them start with a 'broken' version of this game have them solve it..for the younger kids you walk thru it bit by bit 1- what is the goal? kick the ball in the goal 2. who will do that? kicker 3. how do they do that? glide and give them 20-40 min to fix the broken game then have each come up and show their game to the class on the projector so you can fully assess who gets it and who is lagging and pair the stronger and weaker coders together for the next project. Greg
6320,measuring impact of Scratch: what tools?,9/11/10 11:33,"OK, researchers, I am looking for your help in figuring out a way to assess how using Scratch affects the creativity and thinking of my students. I am teaching at a new school this year as a K-6 ""enrichment specialist."" The school's population is high-poverty (97%)-low-test-scoring and most of the day for students focuses on reading and math instruction.  I've been hired to combine science, art, and technology in a class that takes place during the regular teacher's prep time, rotating with 4 other prep teachers through the year.  I'll see some grades 14 times over the year, and others about 45 times.  The overall goal is to promote deeper thinking, creativity, and inquiry, and Scratch will be a big help! I would like to find a way to assess where the kids are now and see what impact the class has had at the end of the year.  I can make rubrics for Scratch projects or track changes in a few kids' approaches.  I am curious, though, whether there is any sort of measurement instrument or accepted practice out there that addresses overall problem solving or creativity.  Several of you have written about your research projects and I wonder whether you found a way to quantify data for a whole class or school of kids, one that would also be practical for a teacher to administer.  Obervational data would be hard to collect because I'm in the moment teaching. Suggestions are appreciated. Karen"
6320,measuring impact of Scratch: what tools?,2/14/11 11:19,"Dear Karen, I'm in the same point ....  I'm trying to develop some rubrics for measuring the Scratch influence... and It's not easy. Since you wrote this post have you had any answers? We are thinking about to create two rubrics to measure what influence has Scratch in the innovative thinking of the learners. To analyse the questions made for students (only when they are Scratching) in class To analyse the projects made by the students Are you still working around this subject? I'm very interested on it. jon. P.D.: Excuse me for my English... I'm a eternal learner ;-)"
6320,measuring impact of Scratch: what tools?,3/2/11 7:37,"Well I didn't think that others were thinking as I was about scratch and how to measure the thinking of their students. I was just recently intorduced to the program and feel that it is a great program to teach students how think and problem solve.  I currenly work at an ""at-risk"" high school and feel that by using scratch it would open up the minds of my students, but I too am stumped on how to analyze their thought process through the program.  I think I am just going to have them work on a simple project with a partner and write a reflection on their experience and from those papers I will see what comes up. Becc"
6320,measuring impact of Scratch: what tools?,8/1/11 17:06,">> any sort of measurement instrument or accepted practice out there that addresses overall problem solving or creativity. << I'm in a vaguely similar situation (in my case, as a gifted/enrichment K-2 teacher for 4 buildings). The assessment thing has dogged me for 3 years. There's no question that the kids benefit but how much and in what ways. If, say, the superintendent wanted me to justify my salarly with some hard numbers, I'd be caught flat footed. Without going into too much detail, there simply is no shorthand way to measure problem solving or creative thinking and get some nice, chartable numbers that show growth over time. Rubrics ARE a good though labor intensive way. There's a nice article worth reading with some positive research on the reliability and validity of a creativity rubric at http://www3.wooster.edu/teagle/docs/Balchin%20Assessing%20Students%20Creativity.pdf. It seems to me to have a possibility to look as some other, indirect measures that I don't have access to. You said that some kids you see 14 times and others 45 times. So you have groups of kids with well defined amounts of time with you. Well...you COULD look at attendance rates, discipline referals, overall grades, etc of these two different groups of kids and maybe make some valid points about the benefits of being with you more versus less. It wouldn't necessarily give you information about thinking and creativity skills but it could show patterns of positive reponses that indirectly show these skills."
6320,measuring impact of Scratch: what tools?,8/2/11 19:40,Hopefully soon I will have some form of measuring impact of scratch.  So far I have measured the affective impact of Scratch in Class ( which has been very positive and happy so far).  I am now looking also to measure the learning impact of scratch. I did try before in my honours project (my paper is in the resources section and there will be another paper soon) this was measured against standards in an ICT test given within the UK.  I am now focusing on the new curriculum in Scotland and how using Scratch to make games with children affects learning.
6320,measuring impact of Scratch: what tools?,5/1/12 9:54,"I have just completed a small qualitative research study with a class of 10 - 11 year olds in an Irish primary school, focusing on Scratch and Higher Order Thinking. I found ""Computers as Mindtools for Schools: Engaging Critical Thinking"" By D Jonassen (Pub. Merrill, 2000) very useful as a freamework for measuring thinking skills."
22481,Meet Ups,9/18/13 11:26,Greetings: Any Scratch Meet-Ups planned for the Fall?
22481,Meet Ups,9/18/13 15:07,"Hi John, Yes, we'll be hosting meetups every first Saturday of the month during the 2013-2014 academic year. The first one is Saturday, October 5, at MIT. Hope to see you there! https://2013-2014scratchmeetups.eventbrite.com M"
22481,Meet Ups,9/18/13 16:31,Thanks Michelle!
32228,Meeting quite a lot of problems :(,2/10/15 4:10,"Hi everyone, I'm new here even though I started using Scratch with my students (better said pupils) a bit more than a month ago. Thanks to the PDF cards, I managed to show them various ways of using Scratch, yet I have met a lot of annoying troubles and I doubt I am the only one. So here is a list of met troubles. I'm using Firefox 35xx under Windows 7 if anyone cares to know :) But when I made some attempts with Internet Explorer, I also met the same problems. - Clicking a sprite with the right button has no effect at all, no popping menu shows. - Unfortunately when this happens, the ""copy"" or ""delete"" buttons on top of screen do not react at all either. - When resizing a sprite, its moves seems a bit erratic as if the original size was still being used... As a consequence when going up and then right, for instance, the sprite seems to jump suddenly . - Sometimes the sprite goes off screen, while it (hopefully) still appears at the bottom of the screen. Yet I cannot bring it back on screen, all I can do is delete it with a right click. - Sometimes when I insert a second sprite, it won't move at all nor even appear on screen. - I still miss a button that would bring the sprite back to its initial position (also cancel moves, rotations and special effects all at once) That's quite enough for a start, I really hope someone can help me out since I'm wasting a lot of time trying to get things to work properly. Thank you for your help !"
32228,Meeting quite a lot of problems :(,2/11/15 15:05,"Hi Sébastien, I'm sorry to hear that you're having problems using Scratch. Here are a few tips for these two issues you mentioned: - Sometimes the sprite goes off screen, while it (hopefully) still appears at the bottom of the screen. Yet I cannot bring it back on screen, all I can do is delete it with a right click. - I still miss a button that would bring the sprite back to its initial position (also cancel moves, rotations and special effects all at once) You can click on the ""go to x:0 y:0"" and ""point in direction 90"" blocks in the Motion category, which will move your sprite to the center of the screen and point it towards the right. Under the Looks category, the ""clear graphic effects"" block will clear all special effects such as color. These are also useful blocks to use to reset your sprites at the beginning of your project. You can do this by placing these blocks directly under the ""When green flagged clicked"" block to initialize your sprites' positions and looks each time you start your project. Regarding the other problems you are encountering, I would suggest that you write to the MIT Scratch Team to let them know you are having issues. I'm not sure if it's a browser issue, but if there is a bug with the Scratch interface, but they might want to know or have more information on how to resolve it. You can contact them at help@scratch.mit.edu. I hope that helps! Sincerely, Michelle, on behalf of the ScratchEd Team"
32228,Meeting quite a lot of problems :(,2/12/15 2:58,"Hi Michelle, Thank you for your reply, any help is welcome :) Well maybe next time I should start with placing that ""reset"" button on screen so that the kids don't have to ask for me any help any moment :) As forthe other problems, I can hardly believe I am the only one encountering them. Besides the last time I contacted the Scratch Team it took them a week to get back to me. Honestly at the moment I will simply stop using Scratch as it takes too much of my time in preparation and I get so little help from anyone :( But I will get back to it soon or later :)"
32228,Meeting quite a lot of problems :(,2/13/15 18:44,"Another option you might be interested in is using the off-line version of Scratch, available for download at http://scratch.mit.edu/scratch2download. M"
32228,Meeting quite a lot of problems :(,2/14/15 2:27,"To be honest, I started with downloading the offline editor but the latest version is not available in French (well I guess you need to visit my profile to actually see that I'm French :)). I downloaded version 1.4 which is the latest version in French as far as I know but I'm wondering why the layout is so different from the online editor... The kids who tried it say they don't know how to find the commands we used at school. Last but not least, with respect to the translators, the commands don't bear the same names in the offline and online editors... It all makes things trickier."
50615,Meetup Photos - We need you!,6/15/17 10:02,Hello all! We are finalizing our preparations for Growing Scratch Communities at ISTE next week. Do you have a photo from a meetup that you would allow us to share in our poster presentation? We want to share meet ups from all over the world! Please email photos to Kelly.fischer@fayette.kyschools.us along with your location. Thank you!
50615,Meetup Photos - We need you!,6/15/17 10:57,"Hi Kelly! We're so excited that you're sharing your meetups experience at ISTE! Our ScratchEd Flickr account has loads of meetups photos—from Boston and beyond. Here's a link to all the albums: https://www.flickr.com/photos/scratchedteam/albums Hope that helps! And see you at ISTE! Willa, on behalf of the ScratchEd Team"
55335,Merging different parts and levels of one game made by different users,4/25/18 8:41,"world... question... when . you remix, download and upload, it replaces the project in #Scratch -is there an easier way than using the backpack for the scripts and sprites when combining games made by different users?"
55335,Merging different parts and levels of one game made by different users,5/1/18 15:09,"Just stopped by the ScatchEd site to grab the link to the Creative Computing Curriculum guide and spotted your question. The best solution I've found for this is to have students create a master game sprite where they drag all of their scripts, sprite costumes and backdrops into. Then this 1 sprite can be exported/imported to combine work of multiple students into 1 game. This doesn't work if each student is creating tons of content in their project, but works really well if parts of the game have been split between several students. To avoid confusion I would have them include their username (if not real name) in the master sprite name. (this is likely my last post on ScratchEd as I'm going offline this week...happy to be posting in response to a dear friend!)"
22807,Middle School Students Connecting,10/1/13 9:46,"My 7th and 8th grade students have created games using Scratch thet we would love to share and discuss with other middle school students who have created Scratch games. I think it would be great for them to see what other students have created, and to get feedback from on their own games from other students. Let me know if you are interested."
22807,Middle School Students Connecting,11/5/13 15:57,"I am most interested.  I am currently teaching a short (8weeks) class using scratch.  Our 8th graders are very new to this (as am I).  email me at pbacalis@gmail.com I teach in Lyons, CO"
12336,Misconceptions when teaching Scratch,4/2/12 14:49,"Hi, I was wondering if anyone has used Scratch with a class of children- probably aged 9-11. I was wondering what, if any, misconceptions the children had either before or while using the game. Thank you for your help. Naomi"
12336,Misconceptions when teaching Scratch,4/5/12 19:15,"Hi Naomi Not sure how helpful I can be but I have worked with a few classes now over the past 3 years (as a researcher not a teacher but leading the lessons), The only things I have noticed are : The children may think that when you ask a sprite to ""say something"" it will literally say it and are dissappinted when the text comes up. The children are surprised when I learn from them.  Sometimes I have discovered little parts of Scratch things that I didnt know through the children. On the other hand children get surprised when I say I will have to go away to find out what they have asked me and come back to them the following week with an answer to their problem. Amanda"
12336,Misconceptions when teaching Scratch,4/6/12 6:40,"Amanda, Thank you for your response. I also experienced the second two comments that you mentioned. There is so much to learn from scratch and I found that children were much more willing to explore and try out different commands to see what happened with them. I am a student teacher and we taught scratch to a class of year 5's, they loved it, and I learnt so much more about the software. Thank you again. Naomi"
12336,Misconceptions when teaching Scratch,4/18/12 13:54,"The most frequent misconception that I encountered is that the ""if"" block is expected to work like a ""forever if"" block. It is not clear to many children that an ""if"" checks its condition only once, so it does not wait until the condition occurs. I have introduced special exercises to deal with this. Bernd."
22212,missing number when sharing a project.,9/5/13 20:06,"I don't know if anyone has had this problem, but one of my students does not get a number when he shares his project. It saves by it doesn't assign a number for his project. If you have had this problem, please let me know. Thank you,"
55140,MissionMars! please try our game,4/6/18 4:51,"A small group at the Universtiy of Bristol have been developing lesson guides as part of a project to assess Scratch as a teaching guide for Physics. Here is our game on orbits, any feedback on the guides would be much appreciated. /sites/default/files/u51792/new_code_version_4.pdf"
55140,MissionMars! please try our game,4/6/18 11:26,"Hi MissionMars, I'd reccomend you also share this on the Teaching with Scratch Facebook Group, where educators from around the world are sharing about their experiences with Scratch! Best, Alexa"
55140,MissionMars! please try our game,4/8/18 7:54,
55140,MissionMars! please try our game,4/8/18 5:59,"Hi Alexa, Thanks so much for the suggestion, we'll definitely do that too!"
24921,MIT App Inventor,1/14/14 9:21,"Scratch is a really great way to get kids ready for the MIT App Inventor, which uses Scratch-like blocks to code functional Android apps! Give it a try, it works best with Middle and High school ages."
24921,MIT App Inventor,7/26/16 14:41,"Hi, How can we use AppInventor in Computer Science education? Do you have any documents/e-book about AI education in classroom?"
24921,MIT App Inventor,7/26/16 20:21,There's an online curriculum located at http://www.appinventor.org/content/teaching-app-inventor/introduction/course-intro.
24921,MIT App Inventor,7/30/16 10:32,Thanks a lot.
10986,MIT Women's Technology Program for 11th Grade Girls,11/7/11 23:26,"The MIT Women's Technology Program (WTP) is a rigorous four-week summer academic and residential experience where female high school students explore engineering through hands-on classes, labs, and team-based projects in the summer after 11th grade. The application is available at http://wtp.mit.edu/application.html and the deadline is January 1, 2012. Their goal is to spark high school girls' interest in the future study of engineering and computer science. About the program Students attend WTP in either: Electrical Engineering and Computer Science (EECS) Mechanical Engineering (ME) WTP is designed for girls who have already demonstrated their ability to excel at math and science in their high school classes, but who have very little or no prior background in engineering or computer science. Female MIT graduate students design and teach the classes, assisted by female MIT undergraduate students who also live in the dorm with the high school girls. The daily required schedule includes classes, labs, homework, and social time with other WTP students. WTP classes do not earn academic credit from MIT; WTP students are expected to work hard because they are excited about learning. Sixty participants (40 for EECS and 20 for ME) are selected from a nationwide applicant pool of the top female 11 th grade math and science students. Students must reside in the U.S. (or be U.S. citizens if living outside the U.S. ). We are looking for students who are not yet certain about their future college majors, and who would like to explore engineering and computer science to determine whether these fields might be of interest. Who should apply Female students now in grade 11 who: love and excel at math and science, ?but have very little or no prior experience in engineering or computer science would like to experience hands-on activities where they design and build engineering projects enjoy problem solving and collaborative learning ? want to spend 4 summer weeks challenging their minds, working very hard in an intense academic environment, and making friends with girls from around the U.S. who share their math and science interests and motivation to excel. Find more information on the WTP website at http://wtp.mit.edu or contact WTP at wtp@mit.edu"
4363,Modelling with Scratch?,5/31/10 3:00,"Hi, I am planning a high school teacher course in modelling. But I am unsure whether Scratch has sufficient functions for modelling, like Star Log for instance. Are there anyone who have tried doing modelling with Scratch? Best wishes, Niels"
4363,Modelling with Scratch?,6/1/10 12:29,"Hi Niels, I have been working on modelling in science (mostly physics).  Obviously you can easily do things like cannons and springs.  We had more trouble trying to do things like air pressure.  I think StarLogo is more powerful at this point (the ability to create new spites seems crucial to things like predator-prey models).  NetLogo is even better, but then you loose the tiles interface.  For now I am sticking with Scratch and we will see how far we can go. Last summer I worked with middle school kids to do modelling - some of our work is posted at: http://scratch.mit.edu/users/SAEPscratchscience I would love to hear more about what you are doing - it sounds really interesting. Brian"
4363,Modelling with Scratch?,6/8/10 15:26,"Hi Brian, Thanks a lot for your input. I will try to make predator-prey models - or perhaps use Scratch for population genetics. I will also stick to Scratch rather than Logo for now. Thanks for your link to scratchscience projects! Niels"
4363,Modelling with Scratch?,6/30/10 2:53,"If you need help for modeling in StarLogo TNG, to to http://projectguts.org Carl"
42638,Moderate Special Needs and Scratch,5/19/16 10:25,"Hi Everyone I am a Fine Arts/Programming and Web Development Instructor. I have several students with moderate special needs in my PWD class and need to know if anyone out there deals with teaching this subject with these particular students. I would like someone to share their curriculum with me so that I may get an idea of how to start teaching this to them. This (Programming)is all new to me and I am working on my certificate towards it. I am an ""old pro"" at web design/development but need more classes in order to get certified in Programming. Any suggestions? Sincerely, Robin Monaco Fine Arts/Programming/Web Development Instructor"
11171,Modify variables (global to local or the other way),11/29/11 20:44,"It would be great if it were possible to modify variables from local to global or the other direction. I make my variables local by default, because I'm neurotic and like to limit the scope of things. But then, as I'm working, I realize I want to share the variable among my various sprites. The only thing I can do is delete the variable, and then make the variable again, but this time with the other scope. This is especially painful, because the old variable is still referenced in my scripts. I have to go and manually remove the old variable from my scripts and then replace it with the new variable of the same name."
11171,Modify variables (global to local or the other way),12/8/11 20:55,I totally agree that this would be very useful. (I recently had a similar experience...) It's on my wishlist for Scratch 2.0. Thanks! K P.S. Have you seen Scratch Suggestions? It's another place where you can make suggestions for the next iteration of Scratch.
11171,Modify variables (global to local or the other way),12/18/11 9:53,"Hi! Thanks for adding your vote. Scratch is kind of wierd to me because there isn't any facility of the usual bug tracking sort so I'm not quite sure where to post actual issues. This is just an enhancement suggestion, of course, but it seems both doable and useful. Do you think they'll ever set up a more official means to receive and process bug reports and serious implementation suggestions? I can't imagine they don't have a private bug tracking system, but it would be nice if it would be more accessible to serious users. - mulhern"
11171,Modify variables (global to local or the other way),12/18/11 15:10,"Hi Anne, We have an internal bug tracking system, which we populate from forum reports and from Scratch Suggestions. We definitely welcome bug reports! Thanks, K"
11171,Modify variables (global to local or the other way),12/19/11 10:35,"OK, then I'll keep mentioning anything significant that I notice. Btw, call me ""mulhern"", everyone does except my Mom. - mulhern"
11171,Modify variables (global to local or the other way),12/19/11 10:50,OK! :)
42565,Modkit.io - A Scratch Inspired Text-based Language for adventuring outside of ScratchLand..,5/16/16 11:46,"Hi Scratch Educators! We're long-time Scratch proponents and collaborators (from the pre-release days) and have built a company (Modkit) around extending Scratch to additional platforms and activities including robotics and microcontrollers. We are getting ready to test Modkit.io, a new text-based programing language inspired by Scratch, with 1000 early adopters and wanted to get some Scratch educators in on the discussion and testing. As most of you know, Scratch is more than just about eliminating syntax errors with graphical blocks but is as much about the simple yet powerful programming model that it exposes.  Writing code local to a ""sprite"" with built-in multi-tasking (more than one thing can happen at once) and the event driven ""hat"" blocks that describe when each stack of blocks should run are very important concepts not available in most text-based (or even blocks-based) programming environments.  Many of us have learned this the hard way when venturing outside of ScratchLand with our eager students. We're looking to change that with text code that feels and works just like Scratch: We think this will be useful for educators that use Scratch as a stepping stone to traditional programming languages (as Scratch is taught in a number of University courses) or for students who have mastered Scratch and may be able to benefit from exploring beyond the safe sandbox. It can also be useful to expose kids to ""physical computing"" and Wiring/Arduino which is the target for our very first release of the language.  In no way do we see this as a replacement for Scratch or the thoughtful syntax-error free environment it provides.  This early release is actually best in the hands of an experienced educator who has knowledge of text-based programming and/or the Wiring/Arduino platform. In any case if you're interested, we're running a Kickstarter to gather support and get this out to early educators and users.  We have a limited number of seats to try the language for Wiring/Arduino for the minimum Kickstarter pledge of $1.  We hope to see many of you on our Kickstarter page so that we can keep Scratch educators in mind as we continue to develop this new and important language.  We think the lessons learned from Scratch are applicaple to everyone but we have a special place in our hearts for Scratchers! Best Reagrds, Ed Baafi Founder: Modkit"
11094,Monthly Webinars?,11/20/11 15:11,I just realized that I have probably missed the fall webinars and am looking to see if there is a November webinar. We're busy with Scratch again and I need to get back into the support loop! :)
11094,Monthly Webinars?,11/20/11 17:18,"Hi Susan, Our next webinar is on November 30 (see http://scratched.eventbrite.com/ for more information). Recording of previous webinars are available on ScratchEd at http://scratched.media.mit.edu/search/node/webinar%20type%3Aresource Hope to see you at the next webinar!"
55296,mooc Scratch : French free online course,4/22/18 13:11,"Hello everyone, I open this topic to introduce you to mooc Scratch. This mooc is a french free online training, which explains how to use the features of Scratch, but also how to transmit this knowledge, especially to the youngest. The training was designed by Class'Code and remixed with additional exclusive content by BrainyUP. Training process : Course in the form of texts and videos Quiz to test his knowledge Exercises to put your skills into practice Resources to download (royalty free images, help tools, pre-made games ...) Training program : 3, 2, 1… Programmez ! Rendez votre programme interactif Créez un jeu avec tous les ingrédients des algorithmes Trouvez l’algorithme le plus efficace Fin de formation I am the person responsible for this remix, you can see my 20 projects designed / remixed for this training. Do not hesitate if you have any questions, I am at your disposal ;)"
55296,mooc Scratch : French free online course,5/8/18 10:24,"Thanks for sharing Lucas!! I'd encourage you to also post this in the Teaching with Scratch Facebook Group where educators from around the world are sharing ideas, thoughts, and questions :). Best, Alexa"
25457,MOOC sobre Scratch y Arduino para profesores,2/10/14 10:36,"Este MOOC se dirige a profesores y es extensible también a personas que tengan interés por conocer el funcionamiento del programa Scratch y de su integración con las placas Arduino, para diseñar robots y videojuegos. El objetivo del MOOC es dotar de recursos pedagógicos para la programación de videojuegos y su uso en las aulas. Scratch es el programa que centra la base general del MOOC y también Arduino, que son placas de hardware en código abierto que permiten la creación de robots y aplicación de electrónica a diversos objetos –Internet de las cosas-. Plantearemos el MOOC pensando en profesores de secundaria para así contribuir a la innovación docente mediante nuevas herramientas que puedan despertar el interés de los jóvenes por la tecnología. Inscripciones aquí"
27100,Mother's Day Project,5/7/14 14:06,"Mother's Day Project - After watching a video presentation by Mitch Resnick called ""Let's Teach Kids to Code"" I was inspired to make the following interactive Mother's Day card animation project. In his presentation, Resnick talks about creating interactive Mother's Day cards and a number of other interesting topics. Creating interactive Mother's Day cards might be a fun project for students to try out. A couple examples are shown in the Resnick video. My project on Scratch: scratch.mit.edu/projects/21660449/ Video of my project as posted to YouTube: www.blackturtle.us/SONGS/NEWPAGES/momsday.html Resnick video embedded on Scratch Day page: day.scratch.mit.edu/"
27100,Mother's Day Project,5/20/14 18:39,What a great Mother's Day project! I love the interactive buttons and the addition of the lyrics. Thanks for sharing!
41156,Motivator/reward project for individual student,3/16/16 21:45,I am looking to setting up Scratch as a motivator project for a child in my class.   He is in need of something to do when he has finished class activities.  Has anyone used it in this way?   Any suggestions/resouces for setting up individualised projects?
