NID	Topic	Topic Created	Topic Body
23959	"Reflections on Scratch Educator Meetup @ MIT: Saturday, November 2, 2013"	11/22/13 11:46	"Thanks to everyone who attended the November 2013 Scratch Educator Meetup! Below are a recap and resources from the event: Attendees Below is a list of people who attended the meetup on Saturday: Deborah Boatwright Derek Breen Chris Connors Steve Gordon Ingrid Gustafson Natalie Paine Matthew Puma Adam Scharfenberger Dan Watt LeeAnn Wells Karen Brennan Michelle Chung Jeff Hawson Helen Poldsam Josh Tappan To connect with someone from the meetup, click on their name above and leave a message on their profile page. Recap Introductions and Goals - After morning networking over coffee and donuts, participants sat in a circle and introduced themselves and their goals for attending the meetup. Breakout Sessions - Karen facilitated an activity to help the group form the agenda for the day. Each person wrote four breakout session ideas on sticky notes and then arranged them on the wall with similar ideas. Four, 40-minute sessions got the highest vote. Ingrid led a session to come up with introductory Scratch project ideas, Helen and Josh asked for feedback on the Scratch Hour of Code prototype activity, Derek and others talked about next steps for students in a breakout session titled, ""Life After Scratch"", and Karen led a discussion of Scratch assessment strategies. Announcements - Lunch from Chipotle followed with a group brainstorm of announcements, ideas, and resources. Photos - Check out photos from the meetup on Flickr and Ingrid's beautiful pictures capturing the Red Sox parade as it passed MIT. Announcements, Ideas, Resources Breakout Session Notes “Project Ideas” - http://scratched.media.mit.edu/node/23939 Breakout Session Notes ""Life After Scratch"" - http://scratched.media.mit.edu/node/23940 Breakout Session Notes ""Scratch Assessment Strategies"" - http://scratched.media.mit.edu/node/23958 Scratch Hour of Code activity for CSEdWeek (December 9-15) - https://scratched.gse.harvard.edu/hoc December 14:  StarLogo TNG Meetup @MIT (contact Derek if you are interested in attending) - http://scratched.media.mit.edu/user/13861 Emergence book by Steven Johnson - www.amazon.com/Emergence-Connected-Brains-Cities-Software/dp/0684868768 Scratch and  Universal Design for Learning - http://www.cast.org/udl Scratch and Music workshop: January 2014 @ UMASS Lowell - https://teaching.cs.uml.edu/~heines/TUES/ProjectHome.jsp “Scratch Across the Curriculum” story series - http://scratched.media.mit.edu/content/1681 Scratch 2.0 downloadable version (beta) - http://scratch.mit.edu/scratch2download Suggestion from Derek: students can easily create websites to showcase their projects by embedding Scratch projects in Google Sites Polystar Scratch by Dan Watt  - http://scratched.media.mit.edu/resources/polystar Please join us at the next meetup on December 7. - https://2013-2014scratchmeetups.eventbrite.com"
23961	Physical Computing and Scratch	11/22/13 12:09	"Hi - My animation II class is looking for anyone involved in Scratch 2.0 and physical computing for collaboration. We meet NYC time M, W F from 11:38-12:23 New York City time. We are available for online for live video collaborations."
23977	ScratchEd Weekly Roundup | 11/16/13 - 11/22/13	11/22/13 23:06	"The weekly roundup is where the ScratchEd Team shares some of the major -- as well as some of the overlooked -- news, stories, and events related to Scratch that took place throughout the week. ScratchEd Weekly Roundup 11/16/13 - 11/22/13 Interested in introducing someone to an Hour of Code during CSEdweek this December? Try using the Scratch Hour of Code tutorial, which helps you get started with Scratch by creating an interactive holiday card. - http://scratch.mit.edu/projects/editor/?tip_bar=hoc Want to work with the MIT Scratch Team? They are seeking a part-time Community Coordinator. - http://llk.media.mit.edu/scratch/Scratch-coordinator-job.pdf Here are some Scratch project examples for teaching programming in an interdisciplinary way. - http://scratched.media.mit.edu/resources/examples-how-teach-programming-interdisciplinar-way Mitch Resnick described programming as ""a way to express yourself"" in an article for The Japan News. - http://the-japan-news.com/news/article/0000785783 This week, Michael Droste shared this lesson plan for creating a Public Service Announcement project in Scratch. - http://scratched.media.mit.edu/resources/public-service-anouncement-project The LOGO Foundation is hosting a Scratch Day in NYC on December 14 and in Greenwich, Connecticut on January 12. Registration is now available online. - http://el.media.mit.edu/logo-foundation/calendar/scratch2013.html These are just a few things that we found. Do you have news from the week that you'd like to share? Please post it as a comment below."
24013	iD Tech Camps: Summer Tech Camps and Programs	11/25/13 14:48	"iD Tech Camps provide summer tech camps and programs for kids and teens throughout the United States, including programming courses with Scratch. Check out their course offerings for summer 2014 that include Scratch: Introduction to Programming with Scratch and Java - http://www.idtech.com/kids/tech-camps/courses/intro-to-programming-with-scratch-java Adventures in Programming with Scratch - http://www.idtech.com/kids/tech-camps/courses/adventures-in-programming-with-scratch You can view the entire catalog of iD Tech Camp offerings at http://media.idtech.com/downloads/iDTech_Catalog2014.pdf"
24048	Need help with Super Scratch Programming Adventure	11/26/13 13:28	"Hello, I recently signed up to scratch and bought the Nostarch book for my sons, ages 5 and 8. We've been able to do a few small projects with scratch, but nothing exciting and our drawing is horrible for making our own costumes, designs etc... We are not IT experts by any stretch of the word, just a pretty average home educating family looking for new learning experiences. We have downloaded the resources for the book several times but don't know how to get them into the scratch programme. I contacted No starch, who said they do not troubles shoot or apparently offer any customer assistance but to ask here. If any one could help we would certainly appreciate it. As it is we can't get past the basic cat walking around in scratch as the book I wasted £10 + on is of less use than ice maker at the north pole. Thank you for your time in reading this."
24062	Material para enseñar a los niños a programar y usar las computadoras	11/26/13 19:24	"Un colega y yo estamos preparando una colección de materiales didácticos en español dirigida a los jóvenes. Nos estamos centrando en tres programas - Tuxpaint, Scratch y FrontlineSMS."
24076	"Looking for ""Hour of Code"" translation help"	11/27/13 21:12	"Hi everyone, Is anyone willing to help translate our Hour of Code materials (particularly the one-page handout) into one of these (or other) languages? Spanish Portuguese Chinese If you're interested in helping, a .doc version of the one-page handout is available for download at http://scratched.media.mit.edu/resources/scratch-holiday-card. Please share the translated handout as a new resource on ScratchEd or you can email it to me at scratched@scratch.mit.edu. Thanks! K"
24154	"Scratch Educator Meetup at MIT: Saturday, December 7, 2013"	12/3/13 13:35	"Scratch Educator Meetup Saturday, December 7, 2013 10am-1pm MIT Media Lab Hosted by the ScratchEd Team Want to learn more about Scratch? Want to meet other Scratch educators and share ideas? Meet up with members of the ScratchEd Team and other local educators at the December Scratch educator meetup! Join us at MIT Media Lab for a three-hour BYOL (Bring Your Own Laptop) meetup for Scratch educators, where we will: share strategies for integrating Scratch into classroom practice explore the core ideas underlying Scratch self-organize into different interest groups and hands-on activities introduce you to ScratchEd, the website where educators share their Scratch ideas, experiences, and resources The meetup is open to all educators with some previous Scratch experience. This meetup is for you if you can answer yes to one of the following: I know how to snap Scratch blocks together I have created a project in Scratch I use Scratch in my teaching practice I have attended a previous Scratch meetup or workshop Scratch educator meetups will be held every first Saturday of the month during then 2013-2014 school year. We particularly encourage educators from the same school, program, etc. to attend together as a group. Meetups are free, include lunch, and can qualify for PDP hours. Want to know what happens at meetups? Check out our meetups discussion forum to see recaps, breakout session notes, and photos from past meetups. Ready to register? Sign up for this and upcoming meetups at https://2013-2014scratchmeetups.eventbrite.com."
24155	"Embedding video into the ""Instructions"" in Scratch."	12/3/13 13:41	"I would love to embed video in the ""Instructions"" panel within my Scratch projects for students and other teachers. I noticed that the Scratch Ed Team did this on the Hour of Code tutorials. Is there a way that we can do this? Can we embed active links? THANKS!"
24181	Can we get rid of the green flag?	12/4/13 14:14	"Hi, I want to do two projects with the kids this week. One is just to pick a backdrop, import a picture and type text.. Merry Christmas or Happy Holidays.. Easy .. BUT when I am done it and save it... There is the green flag right in the middle of the backdrop. Can I get rid of the green flag? Cynthia"
24182	How do i get rid of the green flag?	12/4/13 14:18	"Hi I plan on teaching two projects this week. One is a simple holiday card. Pick a backdrop, import your picture, size your picture, put text in it... say happy holidays or merry Christmas.. save & share. then they go on the school tv in the lobby. the problem is the green flag is right in the middle of the card. can we get rid of it? thank you cynthia"
24201	Holiday artwork	12/5/13 14:27	A big thanks to the Scratch team for adding a bunch of holiday sprites and backdrops!  My students are going nuts with them.
24219	sorting	12/6/13 9:13	I just attended a CS talk about sorting. This makes me wonder if there are examples in Scratch that will help a student understand concepts of sorting. Any ideas? Thank you!
24238	"""Real"" Programming"	12/7/13 10:08	"Hi ScratchEd! I received a great email this morning -- If some person pronounces that visual programming is not ""real"" programming, what resource should I point them to? I've encountered this misconception (that visual programming != real programming) before. It made me wonder how many of you have also encountered it -- and how you think about it. How do you respond? Thanks! K"
24251	ScratchEd Weekly Roundup | 11/30/13 - 12/06/13	12/8/13 15:45	"The weekly roundup is where the ScratchEd Team shares some of the major -- as well as some of the overlooked -- news, stories, and events related to Scratch that took place throughout the week. ScratchEd Weekly Roundup 11/30/13 - 12/06/13 Interested in using Scratch for the Hour of Code? Check out the Scratch Hour of Code activity, including a step-by-step tutorial for creating an interactive holiday card project. - http://scratch.mit.edu/projects/editor/?tip_bar=hoc Prepare for hosting an Hour of Code experience with your students using the Scratch Hour of Code teacher guide, which offers helpful tips and resources. - https://scratched.gse.harvard.edu/hoc Implementing the Scratch Hour of Code activity with learners who speak Spanish, French, German, Portuguese, or Turkish? The one-page Holiday Scratch Card handout is now available for download in six languages. Special thanks to all the Scratch educators who helped with the translations! - http://scratched.media.mit.edu/resources/scratch-holiday-card New holiday sprites and backgrounds are now available in Scratch, great for the Hour of Code activity or other holiday-themed projects! Please note that you may need to clear your browser's cache if the images don't show in the Scratch image library. - http://scratch.mit.edu/news#69190464061 What are you planning for CSEdWeek and Hour of Code? Share you story with the ScratchEd community. - http://scratched.media.mit.edu/node/add/story SAVE THE DATE! The 2014 Scratch Conference is taking place August 6 through 9 at MIT in Cambridge, Massachusetts. Stay tuned for more details. - http://scratch.mit.edu/conference Do you have other news from the week that you'd like to share? Please post it as a comment below."
24283	"Reflections on Scratch Educator Meetup at MIT: Saturday, December 7, 2013"	12/9/13 17:00	"We had great sessions at the December Scratch Educator Meetup! I am sharing this GoogleDoc, and asking participants to: 1.)  Add your name to the list of participants. 2.)  Add any notes, links or projects that you have that are not included in the document. https://docs.google.com/document/d/1MPgGi496zs9QazoIgi95ipyn7JbXP1VzYXsbHQkc1EY/edit?usp=sharing Thank you for your help!  ScratchTeam, I'll see you in February! LeeAnn C. Wells"
24326	"Reflections on Scratch Educator Meetup @ MIT: Saturday, December 7, 2013"	12/10/13 11:55	"Thanks to everyone who attended the final Scratch Educator Meetup of 2013! Here is a review of what happened: Attendees Below is a list of people who attended the meetup on Saturday: Derek Breen Nancy Cooperider Janet Dee Noel Kuriakos Lee Lamson Szu-Ming Li Colin Meltzer Barbara Mikolajczak Natalie Paine Angela Puccini Jen Reis Adam Scharfenberger Rosemary Slattery LeeAnn Wells Karen Brennan Michelle Chung Jeff Hawson To connect with someone from the meetup, click on their name above and leave a message on their profile page. Recap Networking and Introductions - The morning started with casual networking over coffee, juice, and pastries. The facilitators then invited attendees to introduce themselves to one another by sharing their name, association, goals for the meetup, and holiday plans. Scheduling and Breakout Sessions - To generate the agenda for the day, participants were asked to write two breakout session ideas on sticky notes, which were then grouped on the wall by similar topic. Three session ideas emerged. First, Karen helped to organize small group discussions for people to share Hour of Code plans. Next, a group of educators gathered to talk about advanced topics with Scratch, while others continued to work on Hour of Code and other activity ideas. Announcements - During lunch from Chipotle, Rosemary led a group-share of announcements, upcoming events, and resources. Photos - All the photos from the meetup can be viewed on Flickr. Announcements December 2013 Meetup notes captured by LeeAnn - http://scratched.media.mit.edu/node/24283 2014 Scratch Conference: August 6-9, 2014 at MIT - http://scratch.mit.edu/conference The App Generation by Howard Gardner and Katie Davis - http://www.amazon.com/The-App-Generation-Navigate-Imagination/dp/0300196210 There will not be a meetup in January 2014, but we hope to see you at the next Scratch Educator Meetup on Saturday, February 1, 2014. - https://2013-2014scratchmeetups.eventbrite.com"
24348	"Scratch Day event, how to do.... ?"	12/11/13 6:23	"Hi, my name's Fabio Albanese, I'm a CS teacher at Collegio Vescovile Pio X of Treviso (Italy) We are planning to organize an event (workshop and exposition) on May 17th 2014 for the Scratch Day I didn't understand how to join the Scratch day organizers database to register our school and our events. Can anyone help me ? Thank you."
24366	Teaching Scratch to kids	12/11/13 15:01	"Hi I'm new to this board and to Scratch. I'm very much interested in teaching kids Scratch. I watched the video on one hour coding and tried it for the first time. I also installed the program and read some documentation. I was wondering if It was possible to do the same as one hour coding, that is explain scratch with videos and allow kids to program directly within the browser (ta the same time and in the same Window). I find this prresentation very convenient for kids to learn and progress rapidly... I was thinking maybe integrate it on my website. Can I do that? Thank you for your feedback"
24478	ScratchEd Weekly Roundup | 12/07/13 - 12/13/13	12/15/13 13:25	"The weekly roundup is where the ScratchEd Team shares some of the major -- as well as some of the overlooked -- news, stories, and events related to Scratch that took place throughout the week. ScratchEd Weekly Roundup 12/07/13 - 12/13/13 Over 1 million people participated in the Scratch Hour of Code activity last week! Thank you to everyone who joined us in celebrating Computer Science Education Week this year. - http://csedweek.org/learn Check out some of the interactive holiday cards created by Scratchers from all over the world during the Hour of Code. - http://scratch.mit.edu/studios/279432 How did your Hour of Code activity go? Share you story with the ScratchEd community! We'd love to hear from you. - http://scratched.media.mit.edu/node/add/story The Nominet Trust in England included Scratch on its list of ""The World’s Most Inspiring Social Innovations Using Digital Technology"". Find out who else made the list. - www.socialtech.org.uk Rising Voices of Global Voices Online recently featured Scratch in a blog post. Check it out. - http://rising.globalvoicesonline.org/blog/2013/12/11/reimagining-coding-teaching-programming-with-puzzle-pieces Do you have other news from the week that you'd like to share? Please post it as a comment below."
24514	Feedback on portraits of practice	12/16/13 17:49	"Hi ScratchEd! In collaboration with researchers at EDC/CCT, we've been developing portraits of teachers working with Scratch in the classroom. The 1-page portraits present a context in which Scratch is being used and a pedagogical puzzle that the teacher is working on. We'd love to get feedback from you on the content and the structure of the portraits. A sample portrait is available at https://drive.google.com/file/d/0B5-lw7R420OCY1NFMVZPaHhEVjA/edit?usp=sharing Two questions: What suggestions would you share with the teacher in the profile? How can we improve the portrait structure/format? Thanks so much! Karen"
24601	Using Scratch as part of the Visual Arts curriculum in grades 9-12	12/20/13 13:01	"Hi: I have a friend who would like to explore the use of Sratch in her visual arts classes at our high school (grades 9-12).  Any comments, pointers, etc, would be gretly appreciated. Thanks"
24616	ScratchEd Weekly Roundup | 12/14/13 - 12/20/13	12/22/13 12:21	"The weekly roundup is where the ScratchEd Team shares some of the major -- as well as some of the overlooked -- news, stories, and events related to Scratch that took place throughout the week. ScratchEd Weekly Roundup 12/14/13 - 12/20/13 Did you participate in the Hour of Code with Scratch? Find out what other educators did and share your Scratch Hour of Code story. - http://scratched.media.mit.edu/stories/csedweek2013 Thank you to everyone who attended the December Scratch Educator Meetup at MIT. Sign up to join us at the next meetup, taking place at MIT on Saturday, Febuary 1. Don't forget that the event is free, include lunch, and can count towards PDP hours. - https://2013-2014scratchmeetups.eventbrite.com The MIT Scratch Team is hiring! New jobs are available for educators, software developers, and others. Spread the word! - http://scratch.mit.edu/jobs Check out the new Getting Started with Scratch video recently released on the Scratch website - http://scratch.mit.edu/news#69662653551 Happy Holidays! The ScratchEd Weekly Roundup is going on hiatus until 2014. See you next year! Do you have other news from the week that you'd like to share? Please post it as a comment below."
24625	Summer instructor opportunity in Seattle	12/23/13 15:32	"Univesity of Washington's Summer Youth Program is currently seeking a technology instructor for a 2-week middle school (grades 6-8) computer game programming class scheduled for August 4-15 (UW Seattle campus).  Current course description follows: Learn to create your own computer games and animation.  Start with Scratch MIT to learn computing programming concepts trhough a drag-and-drop interface.  Move on to Kodu from Microsoft which provides visual uilding blocks to create sophisticated 3D games.  Develop games through storyboards, images, logic and program flow. Interested individuals should contact: Leslie Rome-Nagata at lromenagata@pce.uw.edu."
24711	"how can students ""submit"" answers to exercises"	1/2/14 4:27	"I will be teaching Scratch, and I would like to do it mostly in a ""problem set"" format where the kids are working through a set of exercises that I give them. The answers to the exercises will generally be one or more blocks of Scratch code. Ideally I would like something like the backpack, but in a more flexible format. Ideally I'd like to create a problem set ""document"", and students would read the problems in the document, solve the problems using Scratch, and then drag the code block(s) used in the solution (which would generally be blocks of script for a single sprite) *into* the document. Then the teacher could review the solutions, and also the kids could use their prior solutions by dragging code back out of the document when they are working on future exercises. My understanding is that the only way I could do something like this with the Scratch infrastructure as it stands is perhaps to have the students set up a studio and create a Scratch project in the studio for each exercise in the problem set. Or for very short exercises they could put the answers to several exercises in a single Scratch project. My fallback alternative is to create the problem set as a google doc, and as students complete the exercises they would take screen shots of the Scratch screen showing the code blocks, and paste these screen shots into the doc (which is shared with the teacher). That's pretty ugly, but it would work. I'm just wondering if others have come up with a better solution for this type of thing. From my review of the existing topics in this discussion, I didn't see anything."
24712	scratch on chromebook	1/2/14 4:29	"I am planning to teach Scratch in a class where most students are on Chromebooks. I saw at least one post here that made it sound like there were problems on Chromebooks, but I have also seen posts saying there should be no problem. Do you have experiences with Scratch on particular Chromebook models that either did or did not turn out well?"
24736	Scratch@MIT 2014 Conference: August 6-9	1/3/14 15:34	"The biennial Scratch Conference is taking place this summer at MIT! Join this playful gathering of educators, researchers, developers, and other members of the worldwide Scratch community this August at MIT Media Lab in Cambridge, MA. The MIT Scratch Team is planning a very participatory conference, with an entire day of hands-on workshops and lots of opportunities for peer-to-peer discussion and collaboration. The conference will start with an evening reception on August 6 and continue through lunch on August 9. Proposals are being accepted until February 15. Registration will be available starting on March 1. You can find out more and submit a proposal at http://scratch.mit.edu/conference."
24788	Google Maps and Scratch	1/7/14 3:04	Whatever happened with the Google maps feature we were shown in Barcelona?  Did they not give permission for use?  I was hoping to show my kids.
24849	"Literacy, Caldecott Awards, Digital Music, and Scratch"	1/10/14 8:56	"Our third grade students remixed our school song and uploaded them into a Scratch project modeled after the artistic style of Knuffle Bunny. Knuffle Bunny's artwork consists of cartoon images over black-and-white photographs. We chose this children's book because it is a Caldecott Award winner, and it fit into the third grade Caldecott unit. This was the first time many of our students used Scratch, and they all picked up on it very well! I designed a tiger for them to use with the program because our school mascot is a tiger, and the book centers around a stuffed animal bunny. We simply switched out the bunny for our tiger (3 Costumes) and the images in the book for photos of our campus. Click here to take a look, let us know what you think, and please comment if you'd like to collaborate on a project in the future with our Lower School!"
24854	Scratch backup server?	1/10/14 12:42	"I am planning to teach a Scratch course using Chromebooks. This means we will have to use the online version of Scratch 2.0. I am concerned about the possibility that the Scratch server will be down / broken during a class session time. This is just a general concern knowing that web sites go down sometimes, especially when updates are pushed, and a specific concern because this morning I was having trouble loading my projects (may have been a browser/computer issue that a restart fixed). Have any of you ever experience a problem with scratch.mit.edu being unavailable or broken in some way? Is there a backup URL where you can always get to a known good version?"
24889	ScratchEd Weekly Roundup | 01/04/14 - 01/10/14	1/12/14 20:47	"The weekly roundup is where the ScratchEd Team shares some of the major -- as well as some of the overlooked -- news, stories, and events related to Scratch that took place throughout the week. ScratchEd Weekly Roundup 01/04/14 - 01/10/14 Happy 2014! What are your new year resolutions? - http://scratch.mit.edu/studios/320437 The Scratch@MIT 2014 Conference, taking place August 6-9 in Cambridge, MA, is now accepting proposals! Submit your proposal by February 15. - http://scratch.mit.edu/conference After a holiday hiatus, monthly Scratch educator meetups are starting up again beginning Saturday, February 1, at MIT. Don't forget that the event is free, includes lunch, and can count towards PDP hours. Meet up with us! - https://2013-2014scratchmeetups.eventbrite.com Looking for a new position this year? Check out current job openings with the MIT Scratch Team. - http://scratch.mit.edu/jobs What's new with the Scratch website this year? The latest updates are now available on the Scratch website. - http://scratch.mit.edu/news#72880139633 Do you have other news from the week that you'd like to share? Please post it as a comment below."
24921	MIT App Inventor	1/14/14 9:21	"Scratch is a really great way to get kids ready for the MIT App Inventor, which uses Scratch-like blocks to code functional Android apps! Give it a try, it works best with Middle and High school ages."
24989	ScratchEd Weekly Roundup | 01/11/14 - 01/17/14	1/17/14 19:08	"The weekly roundup is where the ScratchEd Team shares some of the major -- as well as some of the overlooked -- news, stories, and events related to Scratch that took place throughout the week. ScratchEd Weekly Roundup 01/11/14 - 01/17/14 One month left to submit a proposal for this summer's Scratch@MIT 2014 Conference! The deadline for proposals is February 15. - http://scratch.mit.edu/conference The University of Delaware shared this article describing the fall course CISC 367: Field Experience in Teaching Computing, which gave university students opportunities to introduce Scratch at local middle and high schools. - http://www.udel.edu/udaily/2014/jan/cis-games-010214.html Attend the next Scratch educator meetup at MIT Media Lab on Saturday, February 1. Come network, share, and learn with other Boston-area Scratch educators. - https://2013-2014scratchmeetups.eventbrite.com Are you an educator in the New York City area interested in meeting up with other local Scratch educators? Join the discussion to find out more about the possibility of a local meetup. - http://scratched.media.mit.edu/node/16099 Check out this new educator's guide to Scratch programming, designed and shared by Julian Screawn as part of his Master's thesis. - http://scratched.media.mit.edu/resources/scratch-programming Do you have other news from the week that you'd like to share? Please post it as a comment below."
25125	ScratchEd Weekly Roundup | 01/18/14 - 01/24/14	1/24/14 15:25	"The weekly roundup is where the ScratchEd Team shares some of the major -- as well as some of the overlooked -- news, stories, and events related to Scratch that took place throughout the week. ScratchEd Weekly Roundup 01/18/14 - 01/24/14 Next Saturday, February 1, join members of the ScratchEd Team and other Boston-area educators at the next Scratch educator meetup. Come meet new friends and learn more about Scratch. Meetups take place every first Saturday of the month at MIT. - https://2013-2014scratchmeetups.eventbrite.com Looking for Scratch projects created by and for non-English speakers? Check out the Multilingual Scratch studio's collection of projects contributed by Scratchers around the world. - http://scratch.mit.edu/studios/276570/ Thanks to Paul Heather who created vector versions of the Scratch blocks, perfect for presentations or printed manipulatives. - http://scratched.media.mit.edu/resources/vector-scratch-blocks Sandy Coleman posted her Scratch PD presentation notes, which include an alignment of Scratch to Common Core standards. - http://scratched.media.mit.edu/resources/presentation-what-scratch-how-can-it-be-used-support-student-learning Check out this new ScratchEd story from Marwa Batita, an educator from Tunisia, sharing her experiences of hosting an Hour of Code session. - http://scratched.media.mit.edu/stories/hour-code Do you have other news from the week that you'd like to share? Please post it as a comment below."
25169	Scratch accounts for classroom use	1/27/14 15:03	Can anybody please advise me on the best way (assuming it is possible) to create Scratch accounts for children's use? I want to set up accounts for my children in Years 5 and 6 to use. Any help much appreciated. Thanks.
25183	Software Analytics Research	1/28/14 1:59	"Hi Scratchers! I am a doctorate student at Rey Juan Carlos University (Madrid, Spain) and a teacher at a secondary school where I have been working with Scratch for several years. We would like to do a software analytics research on Scratch projects stats and we are wondering if there is a simple way to get a copy of the projects in the repository. Best regards, Jesús Moreno."
25224	Conexión de Scratch con Arduino	1/30/14 2:49	Con este hilo de dicusión me gustaríia comentar y debatir sobre las posibilidades que presenta Scratch unido a la tarjeta Arduino. Actualemnte trabajo en ese tema y me gustria contactar con quienes trabajen o quieran trabajar en el. En mi blog tengo documentación sobre ello. He desarrollado un manual de trabajo con ejemplos en el que explico la conexion de Arduino con Scratch 1.4 con la ayuda S4A.
25302	ScratchEd Weekly Roundup | 01/25/14 - 01/31/14	2/2/14 20:50	"The weekly roundup is where the ScratchEd Team shares some of the major -- as well as some of the overlooked -- news, stories, and events related to Scratch that took place throughout the week. ScratchEd Weekly Roundup 01/25/14 - 01/31/14 Two weeks left to propose a session for this summer's Scratch@MIT Conference! Submit your proposals by February 15. - http://scratch.mit.edu/conference/ Codasign in London is helping 6-12 year olds create platform games using Scratch. Check out their schedule online to join an upcoming workshop. - http://codasign.com/events/categories/scratch/ Shuchi Grover in Stanford, California received the most amazing thank you cards from 23 of her students -- all created in Scratch! - https://twitter.com/shuchig/status/427173195846647808/photo/1 A group of students from St. Peters in Bray, Ireland got the opportunity to present their Scratch + MaKeyMaKey project at the Intel Mini-Scientist Regional Finals last month. Watch the video of their project and find out more on the St. Peter’s Primary Blog. - http://www.stpetersbrayblog.com/2013/12/16/intel-mini-scientist-regional-finals-a-group-effort-post/ Looking for supplies for a Scratch and MaKeyMaKey session? Check out Bill Van Loo’s supplies lineup for an after school workshop he's planning in Ann Arbor, Michigan, which lists conductive tape, paint, and copper foil. - https://twitter.com/billvanlooteach/status/428875031863894016/photo/1 Happy 7th birthday to Xander, who got his birthday request for a Scratch-themed birthday cake and card. Now that's what we call celebrating! - http://tumblr.chrisnolan.ca/post/74733327800/my-son-is-a-big-scratch-fan-this-was-his-request Do you have other news from the week that you'd like to share? Please post it as a comment below."
25315	Scratch 2.0 Update: Scratch + Hardware	2/3/14 12:32	"Hi everyone, We're excited to share this update from the MIT Scratch Team regarding Scratch and hardware connections: In a month or so: Scratch 2.0 support for WeDo will be available Later this spring: Scratch 2.0 support for the PicoBoard will be available Later this spring: An API will be released so that developers can develop Scratch 2.0 extensions for other hardware devices We will post launch details as soon as we know more. Stay tuned! Sincerely, Michelle Chung, on behalf of the ScratchEd Team"
25326	"Reflections on Scratch Educator Meetup @ MIT: Saturday, February 1, 2014"	2/3/14 18:20	"Thanks to everyone who attended the first Scratch Educator Meetup of 2014! Here is a recap of what took place at the event: Attendees Below is a list of people who attended the February 2014 meetup: Derek Breen Nancy Cooperider Kathy Donovan Janet Dee Angela Green Traci Jansen Sharon Jason Pamela Jones Jennifer Judkins Audra Kapplon Noel Kuriakos Lee Lamson Lorraine Leo Kael McManus Kelly McManus Colin Meltzer Barbara Mikolajczak Natalie Paine Jungho Park Pirelli Rose Adam Scharfenberger Rosemary Slattery Timothy Smith Alina Spaulding LeeAnn Wells Karen Brennan Michelle Chung Jeff Hawson To connect with someone from the meetup, click on their name above and leave a message on their profile page to start a conversation. Recap Networking and Introductions - The day started with networking over Starbucks and delicious Flour pastries. We then gathered together to share new year's resolutions and goals for 2014 -- including Scratch and beyond. Scheduling and Breakout Sessions - The schedule for the day was created collectively using sticky notes. Each person contributed two breakout session ideas, which were then grouped together by Colin and Barbara to divide the space and time. Six sessions were proposed: Janet organized a session introducing Scratch and physical world connections where people played with MaKeyMaKey kits, Derek started a discussion to share curriculum ideas, Rosemary and Audra hosted an introductory Scratch session, Colin and Karen facilitated a session for hands-on Scratch projects, Barbara led a session about going beyond the basics of Scratch, and Lorraine hosted an idea-share for classroom management strategies. Lunch and Announcements - After breakout sessions, Chipotle lunch was followed by lively conversation with friends from the App Inventor team, ending with announcements of upcoming events. Photos - More photos from the meetup can be viewed on Flickr. Please join us at the next Scratch Educator Meetup on Saturday, March 1, 2014. - https://2013-2014scratchmeetups.eventbrite.com"
25385	automated creation of Scratch accounts?	2/6/14 14:35	"I am teaching several Scratch courses. I am creating a Scratch account for each student with a name, password, etc. chosen by me. Currently, I have to create each Scratch account by hand. Do you know if there is a way that I can automate the creation of several Scratch account, either programmatically or by (for instance) uploading a spreadsheet with the various fields?"
25436	ScratchEd Weekly Roundup | 02/01/14 - 02/07/14	2/9/14 15:23	"The weekly roundup is where the ScratchEd Team shares some of the major -- as well as some of the overlooked -- news, stories, and events related to Scratch that took place throughout the week. ScratchEd Weekly Roundup 02/01/14 - 02/07/14 Are you interested in presenting your work with Scratch at the Scratch@MIT Conference this summer in Cambridge, MA? Submit a proposal by February 15! - http://scratch.mit.edu/conference/ Thank you to everyone who joined the first Scratch educator meetup of 2014 at MIT last weekend. Find out what happened in the reflections post. - http://scratched.media.mit.edu/node/25326 How can we maximize the potential of learning apps? Scratch is explored as one example in this article from KQED MindShift. - http://blogs.kqed.org/mindshift/2014/01/how-can-we-maximize-the-potential-of-learning-apps/ Hackerpace Kids, run by Aegis Foundation and the Hackerspace NetCamp is hosting Scratch workshops for children this winter at Technopark Pomerania in Szczecin, Poland. Registration is available online. - http://kids.hackerspace.szczecin.pl/ This week, @Catherinerose observed peer learning with Scratch at a makers workshop at the KINU tech community in Tanzania. - https://twitter.com/CRBarretto/status/431378768695808000/photo/1 Do you have other news from the week that you'd like to share? Please post it as a comment below."
25457	MOOC sobre Scratch y Arduino para profesores	2/10/14 10:36	"Este MOOC se dirige a profesores y es extensible también a personas que tengan interés por conocer el funcionamiento del programa Scratch y de su integración con las placas Arduino, para diseñar robots y videojuegos. El objetivo del MOOC es dotar de recursos pedagógicos para la programación de videojuegos y su uso en las aulas. Scratch es el programa que centra la base general del MOOC y también Arduino, que son placas de hardware en código abierto que permiten la creación de robots y aplicación de electrónica a diversos objetos –Internet de las cosas-. Plantearemos el MOOC pensando en profesores de secundaria para así contribuir a la innovación docente mediante nuevas herramientas que puedan despertar el interés de los jóvenes por la tecnología. Inscripciones aquí"
