CID	NID	Topic	Comment Created	Comment Body
3487	14130	Teaching Scratch to uninterested teens	9/18/12 11:00	Glad to hear it was helpful! Please keep me posted on how it goes. M
3794	14130	Teaching Scratch to uninterested teens	1/26/13 16:22	"I have some similar challenges. I teach 9th grade. I used the resources at shallwelearn.com and modified them into small projects. The students could follow them exactly as written, but got extra points for personalization. At the beginning, for most kids, that means playing with beats, music, and drawing tools, which most teens like. The more motivated kids personalized the programs in more sophisticated ways. I didn't do much explicit teaching at first, but began incorporating 5 min. Do Nows to review the use of certain blocks and logic structures, which allowed me to teach certain things they were having trouble with. After a couple of projects, I assigned them an open-ended design project. They work in pairs or individually, by their own choice. The kids have really taken their own interests and incorporated them into the projects, and most are at least moderately engaged. I have posted my Do Nows in the resource section, and could share other stuff if desired. I hope that helps! One continuing challenge is that the kids work at wildly different speeds, so figuring out when to set firm deadlines for finishing projects is tough."
3797	14130	Teaching Scratch to uninterested teens	1/27/13 20:50	"You must be a excellent teacher. You give great advise. I will make use of your tips. I didn't know about shallwelearn.com, thank you for that. I have experimented in different ways with my students to interest them in learning Scratch. The best results I got was with a maze game assignment which made them want to get the sprite through the maze. I too find it necessary to limit the amount of  time spent on the exercises. I love your idea of an open-ended design project. The key I think is in allowing them to develop their own ideas. It is better to not be too controlling. Thanks again Kelly for you help."
3798	14130	Teaching Scratch to uninterested teens	1/28/13 22:02	My students love the Dance Party activity that was just mentioned by Michelle Chung. It really gets the kids up and moving and ties programming to something the students can relate to. One thing that motivated my students was to have them create games for a special education classroom. The difference in the quality of work went way up when they realized that they were not creating something just to get a passing grade. They loved the idea that they were creating something that would be used by other students.
3578	14163	Students Frequently asked questions during Scratch lessons	10/12/12 8:25	Do any teachers have any comments about using Scratch in the class? Are there any problems that you face when teaching with Scratch.  I would really be interested to know.
3594	14163	Students Frequently asked questions during Scratch lessons	10/14/12 20:38	"I have only been teaching with Scratch for about five weeks, but here are some of my observations: 1. My class of 25 high school students can be divided into thirds. One third of the class finds my pace too slow (and wants more challenges—which I try to give individually), another third find it too fast (and wants more explanations—which I try to give/repeat to the entire group whenever I can) and the final third seems to find my pace to their liking. 2. Some students want me to solve every problem for them (which is not going to happen). 3. Errors are bound to appear in some student projects because of the way a student used their blocks. I try to have other students help problem solve, because it can be time intensive. 4. I require my students to spend time creating sprites and backgrounds, which can give me some time to analyze code. 5. Unknown errors will appear and disappear in some student projects for no logical reason."
3777	14163	Students Frequently asked questions during Scratch lessons	1/16/13 12:17	I actually teach Scratch in an after-school club. Is that interesting for your project ?
3495	14230	"Hello, help with my project please"	9/25/12 20:26	"My coordinator told me that the project will only serve to natural sciences, as these are easier to illustrate. I do not know how I could use Scratch for math or other subjects. Thanks and blessings"
3593	14230	"Hello, help with my project please"	10/14/12 17:02	Hello if you would like to send me more details of your project I will see if I can assist you in any way.  I am a research student and have been using Scratch for 3 years to teach children about programming. Best wishes Amanda ( email - amanda.wilson@uws.ac.uk )
3601	14230	"Hello, help with my project please"	10/15/12 18:29	"Oh thanks, I will try to translate my pre-project and send you."
3617	14230	"Hello, help with my project please"	10/22/12 7:17	Hola Juan Pablo Me gustaría más saber sobre tu proyecto para ayudarte. Puedes mandarlo a mi mail barreiro@marin.edu.ar Saludos desde argentina
3497	14234	How to make a scratch project file that I can post on my blog?	9/26/12 16:01	"Hi Sonal, The Scratch project files that you are referring to in the ScratchEd post have been uploaded to the ScratchEd server. I'm not sure if you can do the same with your blog. An alternative might be to post a picture of the Scratch project and then use the picture as a link to the project page on the Scratch website, where the person can then download the project. If you just want the project to be able viewable on you blog, you could embed the project in your blog website. You can find the embed code for a project on the right side column of the project's page: Hope that helps! M"
3515	14234	How to make a scratch project file that I can post on my blog?	10/3/12 14:08	"Michelle Thanks a lot for the detailed answer. I'll try to do apply both of your options and see how things go from there. Still trying to gather ideas and put them in correct format... So I can make the blog as much interesting as the Scratch itself is.  I wish I could put some link over here for smart people to look and comment. But, still on the way.... sonal"
3516	14234	How to make a scratch project file that I can post on my blog?	10/3/12 15:27	Sounds great! Let me know how it goes. M
3507	14288	Help contacting teachers	10/1/12 15:07	"Hi Liliana, To contact other ScratchEd members, you can leave a comment on their profile page. Click on the person's name to go to their profile page, and then click on the link at the bottom that says ""Add a Comment"". We don't add the person's personal email for privacy reasons, but the person will be notified that a comment has been left on their profile page. Please let me know if you have any other questions. Sincerely, Michelle on behalf of the ScratchEd Team"
3813	14358	Maths in Scratch	2/1/13 16:22	"Hi Mark, Great presentation, and lots of great ideas! This would be a great resource for Math educators. Would you consider posting this as a ScratchEd resource as well? Thanks, Michelle, on behalf of the ScratchEd Team"
3818	14358	Maths in Scratch	2/3/13 2:31	"Hi Michelle, Many thanks for noticing this. I would be happy to share it on ScratchEd."
3521	14363	Interested in testing Scratch 2.0?	10/8/12 13:01	I would like to test Scratch 2.0 with my students. Many of them will be excited to test it out.  http://scratch.mit.edu/users/cmeltzer
3522	14363	Interested in testing Scratch 2.0?	10/8/12 13:58	"Fantastic! I tested out the link and it seems to be broken -- is cmeltzer your scratch.mit.edu user name? Thanks, K"
3523	14363	Interested in testing Scratch 2.0?	10/8/12 14:05	I'd love to. http://scratch.mit.edu/users/ivanoriola
3524	14363	Interested in testing Scratch 2.0?	10/8/12 14:36	http://scratch.mit.edu/users/vgold
3525	14363	Interested in testing Scratch 2.0?	10/8/12 17:49	http://scratch.mit.edu/users/mrmoss
3526	14363	Interested in testing Scratch 2.0?	10/8/12 22:13	! http://scratch.mit.edu/users/teentechcrew or http://scratch.mit.edu/users/pkirschmann
3527	14363	Interested in testing Scratch 2.0?	10/8/12 22:25	I had the opportunity to test it back in May. Would definitely like to test it again. http://scratch.mit.edu/users/jorgeeie
3528	14363	Interested in testing Scratch 2.0?	10/8/12 22:28	Yes!  Would love to help test! http://scratched.media.mit.edu/user/8809
3529	14363	Interested in testing Scratch 2.0?	10/8/12 22:31	"Yes, please! http://scratched.media.mit.edu/user/143/"
3530	14363	Interested in testing Scratch 2.0?	10/9/12 8:04	"Yes, I would. http://scratch.mit.edu/users/jgomes"
3531	14363	Interested in testing Scratch 2.0?	10/11/12 9:32	"I'm interested. I tried it in August at the Scratch @ MIT Conference. Would like more, please http://scratch.mit.edu/users/MrsTScott"
3532	14363	Interested in testing Scratch 2.0?	10/9/12 1:07	"Hi, I am interested too... http://scratch.mit.edu/users/dnikolos"
3533	14363	Interested in testing Scratch 2.0?	10/9/12 3:01	"Yes please, we are all so excited about it! http://scratch.mit.edu/users/temboConsulting"
3534	14363	Interested in testing Scratch 2.0?	10/9/12 3:35	"I'm teaching a 12-week Scratch course starting January 2013, and I'm hoping that I will  be able to do it with Scratch 2.0! I'd be happy to test:  http://scratch.mit.edu/users/Kinderlabor Thanks, Bernd."
3535	14363	Interested in testing Scratch 2.0?	10/9/12 3:46	i hope i can test the new version!!! http://scratch.mit.edu/users/agarci17 http://scratch.mit.edu/users/cslamerce and http://scratch.mit.edu/users/nadalmerce
3536	14363	Interested in testing Scratch 2.0?	10/9/12 5:21	Very interested to try out version 2. http://scratch.mit.edu/users/drmcw Thanks.
3537	14363	Interested in testing Scratch 2.0?	10/9/12 5:45	"O.K., sure! http://scratch.mit.edu/users/erob40"
3538	14363	Interested in testing Scratch 2.0?	10/9/12 6:56	I would be interested...thanks! scratch.mit.edu/users/lcgjr Larry
3539	14363	Interested in testing Scratch 2.0?	10/9/12 8:03	"Same here: http://scratch.mit.edu/users/anunez After attending the conference and workshop this past summer, I have introduced Scratch to our 3rd, 4th, and 5th grade students.  They are presently finishing their A Little Bit About Me projects and those projects will be uploaded to a StV gallery that will be created soon.  The students are LOVING learning Scratch! On Oct 26th, I and another colleague will be presenting Scratch to diocesan teachers of Arlington VA.  So YES! I am very interested in piloting the Web 2.0 version.  ~Anna Nunez"
3541	14363	Interested in testing Scratch 2.0?	10/9/12 9:00	I would love to test out Scratch 2.0! I had a chance to play with it at the conference and I'm excited to see all the new changes. http://scratch.mit.edu/users/ms_mirecki
3542	14363	Interested in testing Scratch 2.0?	10/9/12 10:05	I've been wondering about Scratch 2.0. Love to test it... scratch.mit.edu/user/camcross
3543	14363	Interested in testing Scratch 2.0?	10/9/12 10:35	I'd love to test it out some more. I got a chance at the conference during the summer and enjoyed it! http://scratch.mit.edu/users/amurphy964
3544	14363	Interested in testing Scratch 2.0?	10/9/12 10:51	http://scratch.mit.edu/users/ejsoren
3548	14363	Interested in testing Scratch 2.0?	10/9/12 11:55	http://scratch.mit.edu/users/KelleyM
3550	14363	Interested in testing Scratch 2.0?	10/9/12 13:18	"Working with the Intel Computer Clubhouse project, interested in testing the new features with clubhouse members. www.mottclubhouse.org. http://scratch.mit.edu/users/kerim"
3551	14363	Interested in testing Scratch 2.0?	10/9/12 13:24	"Working with the Intel Computer Clubhouse project, interested in testing the new features with clubhouse members. www.mottclubhouse.org. http://scratch.mit.edu/users/kerim Sorry for the double posting.. had an old account."
3552	14363	Interested in testing Scratch 2.0?	10/9/12 15:41	Hi Karen- I'm looking forward to participating. http://scratch.mit.edu/users/lburnsiii Larry
3553	14363	Interested in testing Scratch 2.0?	10/9/12 17:30	http://scratch.mit.edu/users/ksukun
3554	14363	Interested in testing Scratch 2.0?	10/9/12 16:18	I like Scratch... I will test 2.0!!! I teach scratch in primary school in Catalunya!!! This is my project site!  http://crearjocs.blogspot.com.es/
3555	14363	Interested in testing Scratch 2.0?	10/9/12 16:51	I too would like to have my students beta test Scratch 2.0 http://scratch.mit.edu/users/swhites
3556	14363	Interested in testing Scratch 2.0?	10/9/12 19:43	"I would love to test it out....and share it with my kids if possible. http://scratch.mit.edu/users/Jross12 Thanks, Julianne"
3557	14363	Interested in testing Scratch 2.0?	10/9/12 19:53	"Yes, please! Was sad to have to give it up in May after Scratch Day. http://scratch.mit.edu/users/designtech"
3558	14363	Interested in testing Scratch 2.0?	10/9/12 21:04	Thank you http://scratch.mit.edu/users/kmwilson
3559	14363	Interested in testing Scratch 2.0?	10/10/12 1:35	http://scratch.mit.edu/users/motib
3560	14363	Interested in testing Scratch 2.0?	10/10/12 4:39	"After the conference I took the chance to make a screencast on Scratch 2.0  Oops, I was tired after these days. So yes, let me make a better version of www.scratchweb.nl/scratch2preview ... scratch.mit.edu/users/xota"
3561	14363	Interested in testing Scratch 2.0?	10/10/12 4:55	"http://scratch.mit.edu/users/SmeAnd or http://scratch.mit.edu/users/skola2015 I use both, skola2015 for schoolprojects. So my personal is SmeAnd... And I would love to test 2.0 /Anders"
3562	14363	Interested in testing Scratch 2.0?	10/10/12 15:08	Hi Karen Ready to test Scratch 2.0 Scratch | My Stuff | icecool44 Sincerely
3563	14363	Interested in testing Scratch 2.0?	10/10/12 15:09	Hi Karen Ready to test Scratch 2.0 Scratch | My Stuff | icecool44 Sincerely
3564	14363	Interested in testing Scratch 2.0?	10/10/12 16:50	I would love to try Scratch 2.0 http://scratch.mit.edu/users/Scratch-e-Kitap
3565	14363	Interested in testing Scratch 2.0?	10/10/12 17:38	I love Scratch. I will try the new version and also translate it to Catalan language. http://scratch.mit.edu/users/scratchcatala http://scratchcatala.com Try the iPhone App ScratchRef to learn to use Scratch with the Ultimate Reference Guide for iPhone. http://scratchcatala.com/scratchref/app/eng/index.html
3566	14363	Interested in testing Scratch 2.0?	10/10/12 18:04	http://scratch.mit.edu/users/ElenaGallucci Thank you very much!
3567	14363	Interested in testing Scratch 2.0?	10/10/12 20:38	http://scratch.mit.edu/users/hopehue Very interested to try
3571	14363	Interested in testing Scratch 2.0?	10/11/12 3:06	"Hi, greetings from Manila, Philippines. I am a Scratch enthusiast and I'ld love to try Scratch 2.0. I'm sure my students would be delighted to know more about it. Please do send me an invite to test it. Thanks and have a great day! http://scratch.mit.edu/users/tefldennis"
3572	14363	Interested in testing Scratch 2.0?	10/11/12 8:22	"Dear Karen, I would love to test the new Scratch if that is possible. http://scratch.mit.edu/users/ronford Ron"
3573	14363	Interested in testing Scratch 2.0?	10/11/12 8:56	I'd like to test it. http://scratch.mit.edu/users/acoll
3575	14363	Interested in testing Scratch 2.0?	10/11/12 19:44	i'd love to test scratch 2.0 http://scratch.mit.edu/users/hallsoflearning
3576	14363	Interested in testing Scratch 2.0?	10/11/12 19:48	"Hi Karen, I use scratch with 1st - 7th graders and would love to try out the new version. My sratch page is at http://scratch.mit.edu/users/tcstechnology Thank you! Jesse"
3577	14363	Interested in testing Scratch 2.0?	10/11/12 23:04	http://scratch.mit.edu/users/mrspraulsclass
3579	14363	Interested in testing Scratch 2.0?	10/12/12 11:36	"I have been dying to get another look at Scratch 2.0! My 8th grade students and I tried it out during its short release in the spring. scratch.mit.edu/users/hhtsimpson Thanks! Tom Simpson Columbia, SC"
3583	14363	Interested in testing Scratch 2.0?	10/13/12 8:21	"Yes, please -- I'd love to do some testing.  Thanks! http://scratch.mit.edu/users/ssbb"
3584	14363	Interested in testing Scratch 2.0?	10/13/12 10:10	I will love to test it! scratch.mit.edu/users/carloscaro
3585	14363	Interested in testing Scratch 2.0?	10/13/12 10:31	"Hi Karen, Yes please! scratch.mit.edu/users/mgberry"
3586	14363	Interested in testing Scratch 2.0?	10/13/12 12:55	I'm definitely interested!  scratch.mit.edu/users/haddadi -Megan Haddadi BB&N School
3587	14363	Interested in testing Scratch 2.0?	10/13/12 13:34	"I am interested in Scratch 2.0, I am upskilling IT teachers in England and would like develop my skills ready to start developing resources based on the new Scratch 2.0 in time for when it is release. http://scratch.mit.edu/users/DavidBatty Many thanks. David Batty"
3588	14363	Interested in testing Scratch 2.0?	10/13/12 16:37	I'm definitely interested! http://scratched.media.mit.edu/user/10603/
3589	14363	Interested in testing Scratch 2.0?	10/13/12 16:50	I am very interesting http://scratch.mit.edu/users/RamonFerreruela Thank you
3590	14363	Interested in testing Scratch 2.0?	10/14/12 4:53	Would really appreciate this opportunity http://scratch.mit.edu/users/SimpleScratch
3591	14363	Interested in testing Scratch 2.0?	10/14/12 12:22	Hi Miss Karen! This is Will Davies. My brother and I would love to test Scratch 2.0! Our profile pages are http://scratch.mit.edu/users/Gazoofio and http://scratch.mit.edu/users/WillieD Thank you for your time!
3592	14363	Interested in testing Scratch 2.0?	10/14/12 13:13	Have been teaching scratch for over three years and would be eager to learn and work with 2.0
3595	14363	Interested in testing Scratch 2.0?	10/14/12 21:29	I'm just getting started with Scratch for a K-5 program and would be very interested in testing 2.0 with the students in our program.  We just started building our curriculum and Scratch is wonderful. http://scratched.media.mit.edu/user/12923
3598	14363	Interested in testing Scratch 2.0?	10/15/12 10:32	I would love an opportunity to test out Scratch 2.0!  I'm crazy about Scratch (but you already know that)! http://scratch.mit.edu/users/dfritzinger
3602	14363	Interested in testing Scratch 2.0?	10/16/12 9:26	"I too am interested, I'm a mentor at our local CoderDojo here in Ennis! http://scratch.mit.edu/users/mieslep"
3603	14363	Interested in testing Scratch 2.0?	10/16/12 21:24	I'd love to test this! http://scratch.mit.edu/users/chad-scherrer Thanks!
3604	14363	Interested in testing Scratch 2.0?	10/17/12 0:43	Would love to test it.  I guess I should upload more of my projects :) scratch.mit.edu/users/mrsteve Also here is a blog post on my comments on using the new Scratch curricullum guide mrstevesscience.blogspot.com/2012/06/scratch-draft-curricullum-guide-session.html And a video on using Etoys and Scratch so kids could build their own game controllers (or in this case a dance controller): www.youtube.com/watch
3606	14363	Interested in testing Scratch 2.0?	10/17/12 7:21	I teach Scratrch at second level in Ireland as a cross curricular tool and as part of a Software Development course. Would love to take part in the Alpha. My Scratch is: http://scratch.mit.edu/users/conpower
3607	14363	Interested in testing Scratch 2.0?	10/17/12 14:18	"If I can be of service I would be interested in testing Scratch 2.0. I'm currently working with middle school students who have started their own Scratch Club as well as math teachers interested in integrating Scratch into their curriculum. My Scratch handle is: http://scratch.mit.edu/users/WestBendEast Thanks, Chris"
3608	14363	Interested in testing Scratch 2.0?	10/17/12 17:01	How do we know if we are among the lucky ones ;) ?
3609	14363	Interested in testing Scratch 2.0?	10/17/12 20:07	"Hi Richard, I need your Scratch username. (Please refer to the original post.) Thanks, K"
3610	14363	Interested in testing Scratch 2.0?	10/17/12 20:08	"Hi Bruce, I need your Scratch username. (Please refer to the original post.) Thanks, K"
3611	14363	Interested in testing Scratch 2.0?	10/17/12 20:10	"Dear Olivier, I'll need your Scratch username. (Please refer to original post.) Thanks, K"
3612	14363	Interested in testing Scratch 2.0?	10/17/12 20:36	***THIS TOPIC IS NOW LOCKED*** Thanks to everyone who responded. I've sent the list of Scratch usernames on to those who manage 2.0 access -- I'll post here again when I've sent out the emails explaining how to access the site. (This should be sometime next week.)
3633	14488	Simple (and cheap) way of using Scratch on the RaspberryPI for control projects	10/31/12 7:45	Thanks for this - exactly what I was looking for. I am also intereted in the PiFace ... looks liek it would make this a bit easier: http://piface.openlx.org.uk/
3605	14545	How can I control/Trigger a NXT from Scratch?	10/17/12 4:32	Not used myself but you could try Enchanting. http://enchanting.robotclub.ab.ca/tiki-index.php
3624	14545	How can I control/Trigger a NXT from Scratch?	10/24/12 1:23	"Thanks Mark,  I downloaded it and sent it to some of the kids to try."
3613	14561	SOTF12 - Engagement from Scratch	10/18/12 7:41	You can access the projects referenced in the presentation by accessing my gallery collection.
3626	14561	SOTF12 - Engagement from Scratch	10/25/12 0:42	My students are excited to share what they are working on with others. It is a very good feature here on Scratch. We will see how it goes soon.
3785	14614	Inclusi´on de Scratch en el currículum de informática en 4º de ESO (España)	1/22/13 3:57	"Alvaro , ahora he visto tu mensaje. Venga a ver si damos un empujon al material en castellano, creo que merece la pena."
3616	14615	Raspberry Pi - The MagPi - The Scratch Patch	10/21/12 18:31	"Hi Mark, Most of my projects tend to start when I'm trying to think of ways to show how certain blocks or categories of blocks can be used. I'd like to see the Scratch patch move away from the ask, say routines and be a bit more graphical. How about doing some drawing with the Pen? Look at my patterns project. It's really simple as I guess you're pushed for space but the effext is quite nice and can lead to experimenting with different values to produce further patterns. In my favourites there's a project called snow which might be good for the December issue! If you need more help then let me know and I'll see what I can do, Mark"
3619	14615	Raspberry Pi - The MagPi - The Scratch Patch	10/22/12 12:46	"Hi Mark, thanks for your comments. Yes, I should probably go for something more graphical next time. I'll check out your pattern project. I am rather short on space - they only give me 2 pages ... mark"
3620	14615	Raspberry Pi - The MagPi - The Scratch Patch	10/22/12 13:42	Patterns is very short!  For bigger projects maybe you should serialise it?...leave some cliff hangers....coming next month etc!
3621	14615	Raspberry Pi - The MagPi - The Scratch Patch	10/22/12 16:22	Have remixed the snow project and called it xmaspi. Project could be shortened by removing drifts and reducing number of snow sprites. Just an idea!
3622	14615	Raspberry Pi - The MagPi - The Scratch Patch	10/22/12 17:31	"Just one caveat -  Make sure any projects run OK on the Pi e.g avoid displaying variables, don't use sensing key-presses and remember that you can't load any jpg background images.  Although there are some fixes for these issues - they've not been released and anyone just using the standard Raspbian image will have these bugs . Simon"
3629	14615	Raspberry Pi - The MagPi - The Scratch Patch	10/25/12 10:57	"Thanks Simon, I will do that. Here's something I am working on ... a Julia set fractal image that I made in Scratch. It's VERY slow at this level of detail, so I may try to ""optimize"" it before I share it with the world ..."
3637	14655	Programming and Math	10/31/12 11:36	"Hi John, If you haven't already, you might be interested in seeing this post about Scratch galleries focused on collecting math projects. - http://scratched.media.mit.edu/resources/scratch-galleries-math-projects M"
3735	14655	Programming and Math	12/14/12 4:05	"Thanks Michelle, I have a maths student who is very interested in fractals so I am sure something in the fractal gallery will get him interested in programming."
3638	14731	Stability of project links	11/2/12 14:07	Yes - we plan to redirect URLs like http://scratch.mit.edu/projects/Kinderlabor/2542324 to the new scheme (http://scratch.mit.edu/projects/2542324). So links made earlier will continue to work. Updating should also continue to work.
3639	14768	Questions and Suggestions for the Scratch 2.0 Alpha	11/2/12 15:41	"Login worked fine - thank you! I'm working to get a middle school computing club started, and I was getting a bit concerned because the district is very particular about installing anything on the machines. Being able to run this through a web browser will cut quite a bit of red tape! If we have student guinea pigs, should they use the access code as well, or is there a way for me to tell the server to let them in based on their username? Thanks, Chad"
3640	14768	Questions and Suggestions for the Scratch 2.0 Alpha	11/2/12 15:54	Your students won't be able to access the site with their usernames. (I manually whitelisted your username.)
3641	14768	Questions and Suggestions for the Scratch 2.0 Alpha	11/2/12 16:39	"Initial impression is very good, One requirement is that tool tips are needed. When you hover the cursor over an icon it changes colour but I'd like to see some text appear telling me what the button is going to do before pressing. I'm also finding the screen is not being used to the full extent. I'm running at 1080p resolution and everything is stacked to the left leaving plenty of space on the right of the screen."
3642	14768	Questions and Suggestions for the Scratch 2.0 Alpha	11/3/12 0:32	I see the site using Flash so does that mean this will not work on Android or iPhone/iPad?
3643	14768	Questions and Suggestions for the Scratch 2.0 Alpha	11/3/12 3:36	"Hi Karen Nice to read some words of you ! A first comment : about the translation ins french. The german - deutsch translation is ready : OK ! Scratch is only available and implented with our browser. OK! We can't download the software , today ! Will be the new Scratch 2.0 only available on the web ? Then it will be impossible to modify the fr.po file . But you know there are some difficulties with the actual french translation. In the fr.po file there are mistakes. On the french forum we had lots of comments and proposals to modify this file. I have collected all the proposals ; Christophe help me to make a other downloadable file ( Mac Os and Windows ) for France. [url]http://scratchfr.free.fr[/url] Is it possible today to make a french translation ? How is it possible to do it ? Sincerely"
3644	14768	Questions and Suggestions for the Scratch 2.0 Alpha	11/3/12 4:39	"The login worked fine, thank you! I was pleased to see that the projects I created during some of the sessions at the Scratch@MIT conference were still there! It seems such a long time ago now, but looking at the projects helped remind me about the new features. (As well as bringing back great memories!) Now, where's that webcam...?"
3645	14768	Questions and Suggestions for the Scratch 2.0 Alpha	11/3/12 12:11	"Thanks for sharing this test link! I just created a test project ""Blumenwiese"" testing parameterized custom blocks. It worked!! Small things: - in IE, the ""see inside"" button doesn't work (when I click on a project thumbnail, I get to the project page, but then I can't get to the scripts). So I used Chrome, and that worked. - I was looking for a save button for some time until I realized that there is some autosave going on, and occasionally, I see ""projects needs saving"". Same with notes/credits. Fine with me, but it takes some getting used to. - when I clicked on Make block for the very first time, no define-block template appeared and I was stuck. Only when I accidentally clicked on costumes and then on scripts again, the template suddenly appeared. From then on, it always appeared after making a block. - when the project was ready, I clicked on share, but on the project page it still said ""not shared"" over the stage. Only when I got to the page next time through my stuff, it appeared as shared. - the button for ""my stuff"" is tiny, and I didn't recognize it as the ""my stuff"" button. I found it by try and error (tooltip would help). - when I changed the language from English to German, a custom block parameter named ""color"" was autotranslated to ""Farbe"". This kind of localization is a bit too much, I think. Also, when I changed back to English, the parameter itself went back to ""color"" but its use in the custom block definition remained ""Farbe"". That's it for now - I'll keep testing! Bernd."
3646	14768	Questions and Suggestions for the Scratch 2.0 Alpha	11/3/12 13:48	"Yes I was Scratching, pardon the pun, my head last night for a while as I couldn't get back to the editor using IE 9 as ""See inside"" doesn't work. Chrome also has problems as  ""See Inside""doesn't work occasionally on that. It makes the whole process really hard to get into a project and edit it. ""Create"" confusingly for me just dumps you into presentation mode with the Scratch cat and a large green flag but not the editor."
3647	14768	Questions and Suggestions for the Scratch 2.0 Alpha	11/3/12 15:13	"OK, I still don't understand how saving/editing works. I have this shared test project, and now I update it by deleting one script. I see ""Save needed"" but don't click on it. After some more clicking in the interface, I see ""Saved at 19:47:52"", and clicking on the green flag indeed shows the effect of the update. But when I click on ""my stuff"" and from there go back to the project, I'm still seeing the old version before the update. Which is good, since I don't want autosave to mess with my shared stuff. But how do I now share the update? And how do I store intermediate changes during the update process, for example when I need to logoff and want to continue later?"
3648	14768	Questions and Suggestions for the Scratch 2.0 Alpha	11/4/12 8:06	"I'm enjoying trying out Scratch 2.0! Here are a few things I've noticed: The clone blocks are very useful - I can really see people making great use of these. I like the higher resolution of the graphics. The backpack is incredibly useful for sharing sprites bewteen projects. This used to be a laborious process before. I can see this being very useful in a classroom situation. The saving process is not obvious at the start. There is obviously some autosaving going on, but there is no prominent save button. Perhaps it's a bit old fashioned but I like the old style disc icon to click when I've got something to work after a while. It sort of marks the end of that bit of the project and, after clicking, I know I can move onto the next bit, secure that my work is saved! I also noticed (See Mark Willis post) that the Create button takes me straight to the full screen presentation mode. However, if I go to one of my projects and then click See Inside it works fine. Then I can click on New and I get the proper editor view with all the blocks etc. (This was using the up to date Google Chrome) I'll keep testing!"
3649	14768	Questions and Suggestions for the Scratch 2.0 Alpha	11/4/12 12:10	"I tested recursion with custom blocks (Fibonacci numbers) - it works! The only unfortunate thing is that there are no custom reporters which makes the code a bit cumbersome. Also, have comments diappeared? I can't find them anywhere, and loading a Scratch 1.4 project from disk renders them as a red (obsolete?) blocks. I'll keep testing! Bernd."
3650	14768	Questions and Suggestions for the Scratch 2.0 Alpha	11/4/12 16:24	"I noticed that the German translations of blocks and their categories are incomplete. For blocks / categories that have been present in Scratch 1.4, one should simply choose the old German names. For new blocks and categories, I don't know whether names have been discussed / decided yet. Here's the natural proposal for some of them: - Data -> Daten - More Blocks -> Mehr Blöcke - Events -> Ereignisse - create clone of ... -> erzeuge Klon von ... - delete this clone  ->  lösche diesen Klon - clone startup -> Klon-Aktivierung - stop all / this script / other scripts in sprite - > stoppe alles / dieses Skript / andere Skripte dieses Objekts I'm happy to help with translations of others, if needed. While going through all this, I noticed that the actual blocks shown in the alpha differ from what the ""How Do I Use the New Blocks?"" section says. Most notably, the backdrop capabilities seem more rstricted than what the scene blocks advertise (for example, there's no ...and wait feature). Are the alpha blocks supposed to be the Scratch 2.0 blocks, or are there still changes to be expected? Thanks and all the best, Bernd."
3651	14768	Questions and Suggestions for the Scratch 2.0 Alpha	11/4/12 17:47	"Some intial thoughts: A / block would be very useful - I had to create confusing code to mimic it (http://alpha.scratch.mit.edu/projects/10005645) Paint Editor: this is a huge improvement, I especially like the line point manipulation If you duplicate a defined block (in trying to copy it elsewhere), you can't then delete the duplicate by dragging into the script block area. You get two identically named blocks in 'More Blocks' area (both of which call the first code you created). You can delete the duplicate by right-clicking. You can delete the definition of a block by right-clicking and pressing delete, even if it has been used in the script. You cannot delete it by dragging it into the script block area if it is in use. You don't seem to be able to drag code into the stage script area from a sprite Will it be possible to make a defined block available to all sprites: I have written a 'walk' block but can't let other sprites use it. This seems like a huge issue to me. Have code comments gone? It is looking great! I can't wait to show my students and teachers. More soon... Rebecca"
3655	14768	Questions and Suggestions for the Scratch 2.0 Alpha	11/6/12 4:35	"1st imediate thoughts/impressions Big one - still all online - which is great for sharing but really need an off-line version for classroom teaching as Internet access not reliable enough During 1st 10mins of using it - my shockwave plugin crashed in Chrome :( (I use Chrome in my schools as available across XP and Win7 and gives biggest working area on netbooks) Stage size control - On netbooks - this is used oftern and not sure it should be pushed back from a button to a menu option. Went to draw a sprite, no undo button/clear/redo/zoom ????  - cirlce drawing seems a bit wrong - circle doesn't ""start"" from correct point - vector graphics great for me but I think younger scratchers still going to need a simple bit-mapped paint option. (Understand warnings that its buggy BTW) Could do with tool-tips. Can't see the much asked for x to the power y maths function or even x squared function - but surely it must be in there :) Drop down selection has issues if the dropdown list hits the bottom of the screen - can't cleanly select an item - have to click and hold instead of just clicking. regards Simon"
3656	14768	Questions and Suggestions for the Scratch 2.0 Alpha	11/6/12 4:46	"Just went to try and save - there is no save option!!!! Save is a fundemental IT concept that I think all educators try and impart to pupils  - I think we should be able to ""save"" and then ""share"" if required. But do like the ability to restore work from the trash bin - very nice :) Simon"
3657	14768	Questions and Suggestions for the Scratch 2.0 Alpha	11/6/12 5:43	"Hi Karen, How long have we got for our testing before we lose access? Thanks! Rebecca"
3658	14768	Questions and Suggestions for the Scratch 2.0 Alpha	11/6/12 13:03	"This isn't a limited-time trial, so your access should stay intact."
